,Name,Gender,DOB,Name Of Area,Pincode,Latitude ,Longitude,Flexibility,Body Composition,Composition Percentage,Interactiveness,Workout Frequency,Workout Mode Preferred,is_sports_enthusiast,like_to_be_mentored,like_to_mentor,fitness_goal_to_be achieved,addons in session,Height_in_cms,Age
827,Aadiv Soni,Male,1992-02-10,Airport S.O (Pune),411032,18.57956,73.88954,4,Obese,95,5,Alternate Days,Outdoor,Yes,3,5,Improve athletic skills,Meditation,164,29
828,Kashvi Goel,Female,1989-05-30,Raviwar Peth S.O,411002,18.51769,73.86014,2,Obese,40,3,Alternate Days,Both,No,1,1,Lose fat,Meditation,168,31
829,Rushil Patel,Male,1988-07-31,Vishrantwadi S.O,411015,18.60226,73.89806,1,Athletes,6,3,Monday To Friday,Indoor,Yes,1,2,All,Both,178,32
830,Anika Sandeep,Female,1990-05-19,Indrayaninagar S.O,411026,18.62923,73.83431999999998,4,Athletes,21,1,Alternate Days,Indoor,Yes,2,4,Build muscle,None,172,31
831,Tanvi Manju,Female,1996-08-04,Khadki S.O,411003,18.56312,73.84433,3,Obese,40,3,Only Weekends,Outdoor,Maybe,1,4,Mesomorph,Yoga,165,24
832,Taarush Meena,Male,1995-11-19,Parvati Gaon S.O,411009,18.49631,73.85621,2,Obese,95,2,Alternate Days,Outdoor,No,4,4,All,Both,170,25
833,Alisha Joshi,Female,2001-07-07,Kalewadi B.O,411017,18.618920000000006,73.79878000000002,1,Obese,40,1,Alternate Days,Indoor,Maybe,5,5,Improve athletic skills,None,173,19
834,Keya Uddin,Female,1985-09-25,Dr.B.A. Chowk S.O,411001,18.52484,73.87657,5,Athletes,21,2,Monday To Friday,Both,Maybe,3,1,Improve athletic skills,Meditation,165,35
835,Adhira Krishnamurthy,Female,1990-11-03,Warje S.O,411058,18.48029,73.79853,4,Obese,40,5,Monday To Friday,Both,Yes,4,5,Mesomorph,Yoga,165,30
836,Mirai Sandeep,Female,2001-07-10,Armament S.O,411021,18.56068,73.7626,2,Obese,40,4,Alternate Days,Outdoor,Maybe,3,5,Build muscle,Meditation,176,19
837,Vihaan Joshi,Male,1983-11-15,Kondhwa BK B.O,411048,18.48028,73.89846999999997,2,Acceptable,23,5,Daily,Both,No,4,3,All,Meditation,170,37
838,Hiya Muthu,Female,1995-06-23,Kapad Ganj S.O,411002,18.51378,73.86019,3,Essential Fat,14,4,Monday To Friday,Both,Maybe,3,1,All,Yoga,174,25
839,Kashvi Srini,Female,2000-05-27,Parvati S.O,411009,18.49631,73.85621,3,Fitness,22,5,Any Day of Week,Outdoor,Maybe,2,4,Improve endurance/conditioning,None,168,20
840,Parv Lalit,Male,1992-02-29,Bajirao Road S.O,411002,18.50995,73.85375,5,Essential Fat,6,3,Any Day of Week,Both,Yes,1,2,Lose fat,None,176,29
841,Pranay Saini,Male,1994-01-10,Chinchwadga0n S.O,411033,18.55284,73.95387,5,Acceptable,23,2,Only Weekends,Outdoor,No,1,4,Improve athletic skills,Yoga,166,27
842,Anant Raman,Male,1982-10-15,Shivajinagar S.O (Pune),411005,18.52022,73.84337,1,Fitness,14,4,Alternate Days,Indoor,Maybe,2,5,All,Yoga,166,38
843,Joseph Rana,Male,1987-10-07,Wanowarie S.O,411040,18.494770000000006,73.90127,1,Obese,95,1,Daily,Outdoor,Yes,4,1,All,Both,160,33
844,Rishit Mati,Male,1982-05-20,Navsahyadri S.O,411052,18.49528,73.82775,5,Acceptable,23,2,Only Weekends,Indoor,Maybe,5,1,All,Both,167,39
845,Navya Sethi,Female,1986-03-18,Chinchwad East S.O,411019,18.62815,73.8318,5,Obese,40,1,Alternate Days,Indoor,No,4,1,Build muscle,Meditation,164,35
846,Rudra Darsha,Male,1985-05-09,Yerwada S.O,411006,18.56318,73.87742,4,Athletes,6,2,Monday To Friday,Both,Maybe,1,3,Lose fat,Yoga,178,36
847,Yash Persaud,Male,1991-07-01,S.P. College S.O,411030,18.5282,73.84735,3,Acceptable,23,2,Any Day of Week,Both,Maybe,5,4,All,None,167,29
848,Mahika Jana,Female,1987-09-27,Dhanori B.O,411015,18.5844,73.88738000000002,1,Athletes,21,5,3 days of week,Both,Yes,3,3,Mesomorph,Meditation,176,33
849,Kevin Sharma,Male,1994-01-06,Kasba Peth S.O,411011,18.5242,73.8578,3,Acceptable,23,4,Daily,Outdoor,Maybe,5,2,Improve athletic skills,Meditation,178,27
850,Adhira Kumar,Female,1996-02-22,Chinchwad East S.O,411019,18.62815,73.8318,3,Acceptable,32,4,3 days of week,Both,Yes,4,5,Improve endurance/conditioning,Meditation,171,25
851,Avni Vish,Female,1991-03-28,Deccan Gymkhana S.O,411004,18.51806,73.83615,5,Athletes,21,2,Any Day of Week,Indoor,No,2,3,Mesomorph,Meditation,174,30
852,Kashvi Dhawan,Female,2002-11-06,Khadki Bazar S.O,411003,18.56312,73.84433,4,Fitness,22,3,3 days of week,Both,Maybe,3,3,Improve athletic skills,None,163,18
853,Anaisha Pal,Female,2002-06-11,Wanowarie S.O,411040,18.494770000000006,73.90127,2,Essential Fat,14,3,Monday To Friday,Both,No,4,5,Build muscle,Meditation,171,18
854,Rishit Bhat,Male,1982-01-09,Chinchwadgaon S.O,411033,18.63172,73.73346,4,Obese,95,1,Alternate Days,Outdoor,No,3,1,Lose fat,Yoga,172,39
855,Mahika Nirmal,Female,1992-04-12,Vadgaon Sheri S.O,411014,18.542820000000006,73.92344,4,Acceptable,32,1,Monday To Friday,Outdoor,Maybe,5,5,Lose fat,Both,173,29
856,Nimit Sethi,Male,2000-10-28,Ex. Serviceman Colony S.O,411038,18.48029,73.79853,3,Obese,95,5,3 days of week,Indoor,Yes,1,4,Improve athletic skills,None,164,20
857,Kabir Kapoor,Male,1985-01-18,Bibvewadi S.O,411037,18.48337,73.85561,4,Athletes,6,2,Monday To Friday,Outdoor,No,4,5,Mesomorph,Yoga,175,36
858,Adah Vijaya,Female,1987-05-16,C D A (O) S.O,411001,18.57571,73.81074,1,Obese,40,1,Any Day of Week,Both,No,2,1,Improve endurance/conditioning,Yoga,166,34
859,Sai Nara,Female,1984-03-12,Bhusari Colony S.O,411038,18.50956,73.79646,3,Athletes,21,1,Daily,Outdoor,Maybe,5,5,Build muscle,Yoga,174,37
860,Raunak Sahni,Male,1988-04-28,9 DRD B.O,411014,18.54851,73.90514,1,Obese,95,2,Monday To Friday,Indoor,Maybe,4,3,Improve athletic skills,Both,172,33
861,Ayaan Soni,Male,1999-09-22,Range Hills S.O,411020,18.57462,73.82788000000002,2,Essential Fat,6,5,Any Day of Week,Both,Maybe,2,2,Build muscle,Both,175,21
862,Ishank Nigam,Male,1990-09-21,Yerwada S.O,411006,18.56318,73.87742,3,Essential Fat,6,1,Daily,Indoor,Maybe,4,3,Lose fat,Both,171,30
863,Ayaan Jana,Male,1985-06-25,Dr.B.A. Chowk S.O,411001,18.52484,73.87657,2,Essential Fat,6,5,Alternate Days,Outdoor,Maybe,5,2,All,Yoga,166,35
864,Ranbir Chakrabarti,Male,2001-05-25,Vadgaon Budruk S.O,411041,18.45823,73.81821,3,Essential Fat,6,4,3 days of week,Outdoor,Maybe,4,5,All,Both,175,20
865,Laksh Pal,Male,1995-01-06,Rashtra Bhasha Bhavan S.O,411030,18.50942,73.84063,5,Essential Fat,6,5,Alternate Days,Indoor,Yes,3,4,Improve endurance/conditioning,Meditation,172,26
866,Nimit Subramani,Male,1994-07-14,Khadakwasla R.S. S.O,411024,18.45597,73.78478,4,Essential Fat,6,3,Only Weekends,Both,No,5,5,Build muscle,Both,162,26
867,Anushka Chauhan,Female,1982-12-15,Bajirao Road S.O,411002,18.50995,73.85375,5,Athletes,21,3,Any Day of Week,Outdoor,Yes,4,1,Improve athletic skills,None,174,38
868,Keya Veer,Female,1986-07-04,Dapodi Bazar S.O,411012,18.57995,73.82783,2,Acceptable,32,5,Daily,Outdoor,Yes,1,5,Improve endurance/conditioning,Yoga,162,34
869,Yug Nirmal,Male,1995-12-18,Bhavani Peth S.O,411042,18.506970000000006,73.87119,4,Obese,95,3,Monday To Friday,Both,Maybe,4,2,Mesomorph,Yoga,166,25
870,Yash Arun,Male,1981-06-02,Lokmanyanagar S.O,411030,18.50825,73.84405,3,Essential Fat,6,4,Alternate Days,Outdoor,No,3,3,All,Meditation,177,39
871,Mayra Subram,Female,1988-02-24,Govt. Polytechnic S.O,411016,18.53048,73.83252,4,Athletes,21,2,Daily,Indoor,Yes,2,4,Improve athletic skills,Both,173,33
872,Prisha Samuel,Female,1993-03-01,Dhankawadi S.O,411043,18.46554,73.8487,1,Athletes,21,3,Any Day of Week,Outdoor,Maybe,2,5,Build muscle,Both,177,28
873,Aadiv Srini,Male,1994-11-12,Kothrud S.O,411038,18.50767,73.78967,4,Athletes,6,3,Only Weekends,Outdoor,Maybe,2,5,Improve endurance/conditioning,None,178,26
874,Kevin Srivas,Male,1983-07-09,Lokmanyanagar S.O,411030,18.50825,73.84405,1,Acceptable,23,5,Alternate Days,Both,No,1,3,Improve athletic skills,Meditation,173,37
875,Alex Neel,Male,1983-05-06,M.Phulenagar S.O,411019,28.5779,77.31541,4,Obese,95,4,3 days of week,Indoor,Yes,3,4,Improve endurance/conditioning,None,165,38
876,Anaisha Srini,Female,2002-03-21,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876,1,Acceptable,32,2,Daily,Both,Yes,5,5,Improve endurance/conditioning,None,167,19
877,Taara Sai,Female,2003-11-11,Sachapir Street S.O,411001,18.51141,73.87791999999997,2,Fitness,22,5,3 days of week,Outdoor,Yes,2,5,Improve endurance/conditioning,Yoga,166,17
878,Rebecca Sai,Female,2001-02-20,Nehrunagar S.O (Pune),411018,18.62728,73.8388,5,Athletes,21,5,Daily,Outdoor,Maybe,3,2,Build muscle,Yoga,177,20
879,Sai Nigam,Female,2003-02-26,Bhosari I.E. S.O,411026,18.55284,73.95387,3,Fitness,22,4,Daily,Both,No,4,2,Improve athletic skills,Both,177,18
880,Carina Sandeep,Female,1993-08-30,Bhusari Colony S.O,411038,18.50956,73.79646,4,Essential Fat,14,2,Any Day of Week,Both,No,1,1,Lose fat,Both,174,27
881,Anushka Srini,Female,1990-07-02,Sangavi S.O,411027,18.57422,73.81781,5,Essential Fat,14,4,Any Day of Week,Both,Yes,3,3,Lose fat,None,178,30
882,Larisa Sharma,Female,1991-02-14,Kalewadi B.O,411017,18.618920000000006,73.79878000000002,3,Acceptable,32,2,Any Day of Week,Indoor,Maybe,3,4,Build muscle,Both,161,30
883,Amoli Chauhan,Female,2003-08-03,Ghorpade Peth S.O,411042,18.50139,73.86309,3,Obese,40,4,Monday To Friday,Outdoor,Yes,5,5,Build muscle,None,167,17
884,Hiya Joshi,Female,1984-02-25,Rashtra Bhasha Bhavan S.O,411030,18.50942,73.84063,1,Fitness,22,5,Daily,Both,No,3,5,All,Both,170,37
885,Taara Tyagi,Female,2000-09-12,H.E. Factory S.O,411003,18.57295,73.86363,2,Obese,40,5,Alternate Days,Outdoor,Maybe,5,1,Improve endurance/conditioning,Both,177,20
886,Saanvi Prasad,Female,1991-12-04,Rasta Peth S.O,411011,18.5242,73.8578,2,Acceptable,32,1,3 days of week,Indoor,Yes,1,5,Improve athletic skills,Yoga,172,29
887,Kaia Nigam,Female,2001-02-16,Kasba Peth S.O,411011,18.5242,73.8578,5,Essential Fat,14,3,Any Day of Week,Indoor,Yes,1,3,Improve athletic skills,Yoga,168,20
888,Akanksh Neel,Male,1993-09-19,Indrayaninagar S.O,411026,18.62923,73.83431999999998,2,Obese,95,4,Any Day of Week,Indoor,Maybe,4,1,Mesomorph,Yoga,168,27
889,Bhuv Punj,Male,2003-07-05,9 DRD B.O,411014,18.54851,73.90514,4,Obese,95,1,3 days of week,Indoor,No,5,3,Mesomorph,Yoga,176,17
890,Kimaya Vijaya,Female,2003-01-05,Sadashiv Peth S.O,411030,18.50825,73.84405,2,Essential Fat,14,3,3 days of week,Outdoor,Maybe,5,1,Lose fat,Meditation,166,18
891,Sadhil Charan,Male,1991-01-11,H.E. Factory S.O,411003,18.57295,73.86363,5,Fitness,14,4,Daily,Indoor,Yes,2,5,Mesomorph,Yoga,168,30
892,Neysa Chakrabarti,Female,1994-07-25,M.Phulenagar S.O,411019,28.5779,77.31541,2,Essential Fat,14,2,Any Day of Week,Indoor,Yes,2,1,Mesomorph,Meditation,160,26
893,Mahika Dutta,Female,1986-03-30,Narayan Peth S.O,411030,18.51553,73.8523,4,Obese,40,3,3 days of week,Both,Yes,4,2,Lose fat,Yoga,161,35
894,Reyansh Engineer,Male,2001-04-04,Hadpsar I.E. S.O,411013,18.50453,73.91255,1,Fitness,14,5,Monday To Friday,Indoor,Yes,1,4,All,Both,163,20
895,Kimaya Nath,Female,1996-08-04,Shivajinagar S.O (Pune),411005,18.52022,73.84337,5,Fitness,22,1,Monday To Friday,Both,No,2,5,Lose fat,None,173,24
896,Saanvi Rajagopal,Female,1988-02-21,Khadki Bazar S.O,411003,18.56312,73.84433,1,Essential Fat,14,3,Any Day of Week,Indoor,No,3,4,Mesomorph,Both,163,33
897,Sai Aggarwal,Female,1984-05-08,Kasba Peth S.O,411011,18.5242,73.8578,1,Obese,40,3,3 days of week,Indoor,Yes,1,5,Improve athletic skills,Both,161,37
898,Atiksh Pawan,Male,2003-03-22,Pimpri Colony S.O,411017,18.60755,73.78615,1,Acceptable,23,5,Daily,Both,No,3,4,Mesomorph,Meditation,167,18
899,Aarav Nath,Male,1998-10-10,N I B M S.O,411048,18.47298,73.89421,3,Obese,95,4,Daily,Indoor,No,5,2,Improve endurance/conditioning,Yoga,177,22
900,Taksh Sara,Male,1991-02-06,H.E. Factory S.O,411003,18.57295,73.86363,3,Athletes,6,2,Daily,Outdoor,No,1,4,Improve endurance/conditioning,None,178,30
901,Aarav Mittal,Male,1981-07-16,Salisbury Park S.O,411037,18.48591,73.86715,1,Acceptable,23,5,Only Weekends,Outdoor,Yes,4,1,Improve endurance/conditioning,None,173,39
902,Mohammad Chaudhary,Male,1998-12-23,Botanical Garden S.O (Pune),411003,18.56354,73.82588,5,Fitness,14,2,Any Day of Week,Indoor,Maybe,5,4,All,Yoga,169,22
903,Alisha Rai,Female,1997-08-07,Masulkar Colony S.O,411018,18.63374,73.8129,4,Acceptable,32,4,Daily,Outdoor,Maybe,5,5,Build muscle,Meditation,176,23
904,Mohammad Mehra,Male,1986-06-10,Govt. Polytechnic S.O,411016,18.53048,73.83252,4,Fitness,14,3,Monday To Friday,Both,Maybe,3,3,Improve endurance/conditioning,Meditation,167,34
905,Ishita Chander,Female,1983-06-30,Hadapsar S.O,411028,18.50453,73.91255,2,Fitness,22,2,3 days of week,Indoor,Yes,5,4,Improve athletic skills,Meditation,173,37
906,Aahva Sai,Male,1995-01-03,Pimpri Waghire S.O,411017,18.60132,73.78156,5,Acceptable,23,1,Alternate Days,Indoor,No,2,4,All,None,167,26
907,Hiya Darsha,Female,1996-08-28,Guruwar Peth S.O,411042,18.505470000000006,73.85951,3,Fitness,22,1,Alternate Days,Both,No,1,4,Build muscle,Meditation,164,24
908,Saloni Jai,Female,1985-11-11,Guruwar Peth S.O,411042,18.505470000000006,73.85951,1,Fitness,22,5,Daily,Both,Yes,2,5,Build muscle,Meditation,175,35
909,Atiksh Saxena,Male,1998-12-22,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876,2,Athletes,6,4,Alternate Days,Both,Yes,3,4,Improve endurance/conditioning,None,167,22
910,Pranay Manohar,Male,1995-11-26,L.K. Path S.O,411003,18.54263,73.78494,4,Obese,95,5,Alternate Days,Indoor,Maybe,3,5,Mesomorph,None,169,25
911,Manan Nirmal,Male,1988-06-13,Nana Peth S.O,411002,18.51009,73.85672,3,Obese,95,5,Only Weekends,Both,Maybe,1,5,Lose fat,Both,167,32
912,Aadiv Arun,Male,1997-09-07,Bhosarigoan S.O,411039,18.55284,73.95387,3,Athletes,6,5,Monday To Friday,Both,Yes,5,3,Mesomorph,None,168,23
913,Kabir Nita,Male,1993-03-11,Dhankawadi S.O,411043,18.46554,73.8487,1,Acceptable,23,1,Monday To Friday,Outdoor,Maybe,4,1,Mesomorph,Yoga,177,28
914,Alex Pawan,Male,1989-10-24,Narayan Peth S.O,411030,18.51553,73.8523,4,Essential Fat,6,1,Only Weekends,Outdoor,No,3,5,Build muscle,None,162,31
915,Rachit Aggarwal,Male,1981-10-11,Pune Cantt East S.O,411001,18.5364,73.89394,5,Essential Fat,6,5,Only Weekends,Indoor,Yes,1,2,Build muscle,None,176,39
916,Mishka Neelam,Female,1995-12-03,Khadki Arsenel S.O,411003,18.56312,73.84433,3,Essential Fat,14,1,Alternate Days,Outdoor,Yes,4,4,All,Meditation,174,25
917,Mishka Nagpal,Female,1982-08-04,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000002,1,Athletes,21,4,Any Day of Week,Outdoor,No,5,2,All,Both,176,38
918,Taahira Jai,Female,1996-07-18,Vidyanagar S.O (Pune),411032,18.55284,73.95387,5,Athletes,21,5,3 days of week,Both,No,3,4,Build muscle,Meditation,167,24
919,Aadiv Ganesh,Male,1992-09-24,Thathawade B.O,411033,18.63172,73.73346,4,Fitness,14,1,3 days of week,Both,No,1,3,Improve athletic skills,Both,161,28
920,Anika Vijaya,Female,1983-05-22,Aundh T.S. S.O,411007,18.55144,73.82197,3,Essential Fat,14,2,Alternate Days,Outdoor,Maybe,1,5,Improve athletic skills,Meditation,176,38
921,Raunak Shan,Male,1988-05-03,N I B M S.O,411048,18.47298,73.89421,5,Acceptable,23,5,3 days of week,Outdoor,Yes,1,1,Lose fat,Yoga,177,33
922,Aaradhya Jindal,Female,2002-05-10,Vidyanagar S.O (Pune),411032,18.55284,73.95387,5,Acceptable,32,5,Only Weekends,Outdoor,Maybe,3,5,Build muscle,Meditation,164,19
923,Mirai Anand,Female,1994-07-10,Dhanori B.O,411015,18.5844,73.88738000000002,5,Essential Fat,14,4,Monday To Friday,Indoor,No,4,4,Improve endurance/conditioning,Meditation,168,26
924,Ayaan Rana,Male,1981-10-07,H.E. Factory S.O,411003,18.57295,73.86363,3,Essential Fat,6,3,3 days of week,Indoor,Maybe,1,1,All,Yoga,168,39
925,Kabir Manju,Male,1983-03-01,Lokmanyanagar S.O,411030,18.50825,73.84405,3,Essential Fat,6,3,Alternate Days,Indoor,No,5,5,Build muscle,Yoga,161,38
926,Larisa Rai,Female,1991-01-08,Hadapsar S.O,411028,18.50453,73.91255,2,Athletes,21,4,Any Day of Week,Outdoor,Maybe,1,1,Improve athletic skills,None,161,30
927,Mayra Chaudhary,Female,2002-05-14,Pune New Bazar S.O,411001,18.53446,73.88304000000002,4,Athletes,21,4,Alternate Days,Outdoor,Maybe,4,4,Build muscle,Meditation,178,19
928,Aahva Charan,Male,1991-05-31,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876,1,Athletes,6,4,Daily,Indoor,No,3,3,Improve athletic skills,Yoga,162,29
929,Anushka Chakrabarti,Female,1993-07-18,Bhusari Colony S.O,411038,18.50956,73.79646,5,Obese,40,3,Alternate Days,Indoor,Maybe,1,3,Build muscle,Yoga,176,27
930,Aarav Mehra,Male,1985-11-09,Khadki Bazar S.O,411003,18.56312,73.84433,2,Acceptable,23,4,Only Weekends,Outdoor,Yes,1,5,Improve endurance/conditioning,None,173,35
931,Prisha Nigam,Female,1998-04-05,Pune Cantt East S.O,411001,18.5364,73.89394,1,Acceptable,32,1,Monday To Friday,Both,Maybe,5,2,Lose fat,Both,173,23
932,Alisha Raji,Female,1999-08-25,Guruwar Peth S.O,411042,18.505470000000006,73.85951,2,Fitness,22,5,Monday To Friday,Indoor,Maybe,5,4,Improve endurance/conditioning,Yoga,173,21
933,Kabir Raman,Male,2002-04-08,Pune New Bazar S.O,411001,18.53446,73.88304000000002,3,Athletes,6,5,3 days of week,Outdoor,Yes,1,5,Improve athletic skills,Yoga,165,19
934,Kaia Chander,Female,1996-12-27,Aundh T.S. S.O,411007,18.55144,73.82197,5,Obese,40,2,Only Weekends,Outdoor,No,1,5,All,Meditation,162,24
935,Nirav Jai,Male,1995-02-04,Khondhwa KH B.O,411048,18.45756,73.89339,1,Obese,95,2,Daily,Both,Yes,5,3,All,None,160,26
936,Anushka Nita,Female,1998-01-28,Dapodi Bazar S.O,411012,18.57995,73.82783,1,Acceptable,32,5,Only Weekends,Outdoor,Maybe,4,1,Mesomorph,Meditation,175,23
937,Kimaya Dutta,Female,1991-11-28,Lokmanyanagar S.O,411030,18.50825,73.84405,1,Athletes,21,1,Alternate Days,Outdoor,No,2,4,Improve endurance/conditioning,Both,163,29
938,Anika Tyagi,Female,2003-07-11,M.Phulenagar S.O,411019,28.5779,77.31541,1,Fitness,22,3,Only Weekends,Indoor,Maybe,2,1,Build muscle,None,160,17
939,Bhuv Nara,Male,1988-03-19,Kondhwa BK B.O,411048,18.48028,73.89846999999997,1,Athletes,6,3,Only Weekends,Indoor,Maybe,1,4,Lose fat,Meditation,176,33
940,Nehrika Sen,Female,2002-10-06,Aundh T.S. S.O,411007,18.55144,73.82197,2,Essential Fat,14,1,Daily,Both,Yes,5,2,Build muscle,Yoga,177,18
941,Naitee Charan,Female,2000-08-31,Kasba Peth S.O,411011,18.5242,73.8578,5,Athletes,21,3,Alternate Days,Both,Yes,3,3,Build muscle,Yoga,167,20
942,Kabir Gandhi,Male,1996-01-04,Nehrunagar S.O (Pune),411018,18.62728,73.8388,3,Essential Fat,6,4,Any Day of Week,Outdoor,No,3,2,Improve endurance/conditioning,None,161,25
943,Aarav Shan,Male,1987-11-06,N.I.A. S.O,411045,18.55284,73.95387,3,Essential Fat,6,5,Any Day of Week,Indoor,No,2,5,Lose fat,Yoga,177,33
944,Sahana Mati,Female,1987-05-02,Swargate Chowk S.O,411042,18.506970000000006,73.87119,3,Fitness,22,5,Monday To Friday,Both,No,4,3,Mesomorph,Meditation,175,34
945,Viti Mittal,Female,1989-11-22,Dighi Camp S.O,411015,18.55284,73.95387,3,Acceptable,32,1,3 days of week,Both,Maybe,2,5,Build muscle,None,169,31
946,Ved Rajagopal,Male,1986-06-12,Yerwada T.S. S.O,411006,18.54429,73.87986,2,Athletes,6,3,Only Weekends,Both,Yes,1,2,Lose fat,Yoga,167,34
947,Kahaan Uddin,Male,1996-02-09,P.C.N.T. S.O,411044,18.6554,73.76124,4,Essential Fat,6,2,Monday To Friday,Outdoor,Yes,4,4,Mesomorph,Yoga,171,25
948,Sadhil Subram,Male,1998-02-01,Airport S.O (Pune),411032,18.57956,73.88954,5,Athletes,6,2,Daily,Indoor,Yes,3,5,Build muscle,Both,175,23
949,Anaisha Shan,Female,1981-07-13,Chinchwadga0n S.O,411033,18.55284,73.95387,1,Acceptable,32,3,Any Day of Week,Both,No,5,1,Lose fat,Both,171,39
950,Pavati Vijaya,Female,1986-04-16,Yamunanagar S.O,411044,18.60589,73.76143,4,Acceptable,32,2,Only Weekends,Indoor,Yes,5,4,Improve endurance/conditioning,None,170,35
951,Rishit Rajan,Male,1993-08-17,Dapodi Bazar S.O,411012,18.57995,73.82783,3,Obese,95,1,Daily,Both,Yes,1,4,All,Both,178,27
952,Carina Raje,Female,1981-12-07,Masulkar Colony S.O,411018,18.63374,73.8129,4,Acceptable,32,1,3 days of week,Both,Yes,2,2,All,Meditation,160,39
953,Rachit Srini,Male,1987-08-29,Mundhva B.O,411036,18.53135,73.91478000000002,5,Fitness,14,3,Daily,Indoor,No,1,2,Build muscle,Yoga,162,33
954,Ishita Neela,Female,1983-12-16,Hadapsar S.O,411028,18.50453,73.91255,1,Essential Fat,14,2,Only Weekends,Indoor,Yes,5,3,Build muscle,Yoga,171,37
955,Ishana Chande,Female,1999-10-07,Sachapir Street S.O,411001,18.51141,73.87791999999997,1,Obese,40,1,3 days of week,Indoor,No,3,3,Lose fat,Yoga,168,21
956,Adhira Ganesh,Female,1989-06-16,S.S.C.Exam Board S.O,411005,18.53245,73.84654,5,Fitness,22,1,Daily,Outdoor,Yes,5,1,All,None,164,31
957,Rachit Mahajan,Male,1981-04-10,S.S.C.Exam Board S.O,411005,18.53245,73.84654,5,Athletes,6,4,3 days of week,Both,Yes,4,4,Build muscle,None,160,40
958,Alex Sen,Male,2002-08-31,Talwade B.O,412114,18.5010606,73.5137584,3,Essential Fat,6,4,Only Weekends,Outdoor,Yes,5,1,Mesomorph,Both,169,18
959,Adhira Anand,Female,2001-03-25,Kasarwadi S.O,411034,18.60373,73.82221,1,Acceptable,32,1,Only Weekends,Indoor,No,5,1,Build muscle,Yoga,176,20
960,Sahana Rajan,Female,1999-10-14,Wanowarie S.O,411040,18.494770000000006,73.90127,4,Essential Fat,14,3,3 days of week,Both,No,4,2,All,Yoga,163,21
961,Alex Srivas,Male,1984-04-30,Hadpsar I.E. S.O,411013,18.50453,73.91255,2,Athletes,6,5,Alternate Days,Outdoor,Yes,2,1,Improve athletic skills,Yoga,174,37
962,Naksh Aggarwal,Male,2003-06-23,Akurdi S.O,411035,18.76572,73.68905,2,Obese,95,5,Monday To Friday,Both,Maybe,5,1,All,Yoga,178,17
963,Rohan Mati,Male,2002-03-30,Sasanenagar S.O,411028,18.4747,73.93157,5,Obese,95,1,Daily,Outdoor,No,1,5,Mesomorph,Yoga,167,19
964,Navya Pawan,Female,2001-04-17,Dhankawadi S.O,411043,18.46554,73.8487,3,Obese,40,1,Daily,Indoor,No,5,3,Lose fat,Meditation,174,20
965,Idhant Lalit,Male,2001-11-10,Ammunition Factory Khadki S.O,411003,18.57295,73.86363,2,Acceptable,23,1,Alternate Days,Outdoor,Yes,1,3,Mesomorph,Yoga,166,19
966,Mayra Rai,Female,1995-08-13,Kapad Ganj S.O,411002,18.51378,73.86019,1,Fitness,22,3,Alternate Days,Both,Maybe,4,4,Improve athletic skills,Meditation,174,25
967,Pranay Bhat,Male,1984-10-30,N.W. College S.O,411001,18.53446,73.88304000000002,5,Fitness,14,4,Alternate Days,Both,Yes,5,3,Improve athletic skills,Yoga,167,36
968,Carina Narayan,Female,1997-12-22,Yerwada S.O,411006,18.56318,73.87742,4,Essential Fat,14,1,Any Day of Week,Both,No,4,4,Build muscle,None,169,23
969,Parv Manohar,Male,1995-04-23,Pune New Bazar S.O,411001,18.53446,73.88304000000002,5,Acceptable,23,1,Any Day of Week,Both,No,4,5,Build muscle,None,177,26
970,Kashvi Patel,Female,1995-09-30,Khadki Arsenel S.O,411003,18.56312,73.84433,4,Obese,40,2,3 days of week,Indoor,Yes,2,3,All,Meditation,163,25
971,Shrishti Gandhi,Female,1990-07-12,AFMC S.O,411040,18.49267,73.90352,5,Obese,40,3,Any Day of Week,Outdoor,Yes,5,5,Improve endurance/conditioning,Yoga,174,30
972,Saloni Tyagi,Female,1992-07-20,Mundhva B.O,411036,18.53135,73.91478000000002,5,Athletes,21,1,Only Weekends,Indoor,Maybe,1,3,Mesomorph,None,170,28
